id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6422,Nashville Charm,12172,Michele,,District 6,36.173151457237736,-86.73581295614261,Private room,40,1,503,2018-08-12,4.44,1,186
20847,East Nashville Retro Ranch!,79021,Kristina,,District 7,36.19639650347347,-86.70426664826425,Private room,41,1,130,2018-05-28,1.27,3,171
25341,East Nashville Retro Ranch BR #2,79021,Kristina,,District 7,36.19705260663252,-86.70493705451717,Private room,65,1,95,2018-07-30,0.95,3,171
25342,East Nashville Retro Ranch BR #3,79021,Kristina,,District 7,36.19711511602447,-86.7044544091669,Private room,70,1,5,2016-09-25,0.05,3,0
25613,108 Year Old East Nashville Home,95811,Nell,,District 6,36.178263085395876,-86.74162211853232,Private room,93,2,431,2018-08-12,4.26,1,291
39870,Close to Vanderbilt 2,171184,Evelyn,,District 18,36.12522905242001,-86.81277967753711,Private room,50,1,101,2018-08-12,4.33,2,130
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard Carson,,District 18,36.13059676591811,-86.80045100464365,Entire home/apt,90,2,479,2018-08-14,5.47,1,279
80410,Historic East Nashville  1906 with Hot Tub!,432441,Paul,,District 6,36.17839355231161,-86.74866055777098,Private room,95,2,215,2018-08-12,2.38,2,229
125579,"Uberhip 12th South, Walk Everywhere",624167,Mary Elizabeth,,District 17,36.130543980874414,-86.78762158446033,Entire home/apt,195,1,126,2018-08-14,1.45,1,138
136015,Apart. on the Ridge near Opryland,666322,Dave And Peggy,,District 15,36.194635749824066,-86.67195389978596,Entire home/apt,96,30,49,2017-07-31,0.56,4,285
142002,Lovely Ranch/Woods by Downtown/Airport,690088,Darby & Melina,,District 16,36.12214237414149,-86.71472322614854,Entire home/apt,129,2,7,2018-06-24,0.09,1,17
168097,This Could Be Your Sanctuary!,801066,Linda,,District 27,36.07039063248115,-86.73118156768857,Private room,32,30,1,2011-12-24,0.01,1,163
258817,"ButterflyRoom,Morningstar, 3-12mo, open May, 2018",22296,Diana,,District 12,36.16249333870617,-86.5898849663375,Private room,29,2,95,2017-08-21,1.17,7,263
280842,3 Bedroom House on the Greenway,666322,Dave And Peggy,,District 15,36.19408921544906,-86.67320170624224,Entire home/apt,135,3,149,2018-07-31,1.92,4,283
289242,"MorningstarHouse, NiceRoom-monthly, open mid April",22296,Diana,,District 12,36.161022499052876,-86.59206510306326,Private room,28,2,75,2017-06-02,0.93,7,362
319705,"SuperSweetSTUDIO, jacuzzi, monthly stay- Aug 1st",22296,Diana,,District 12,36.162963221901514,-86.59186559179034,Private room,35,30,46,2018-07-31,0.58,7,365
325560,Vandy/Belmont Special Lux Condo!,1665174,Heather,,District 17,36.13101970750085,-86.78210205592208,Entire home/apt,107,1,235,2018-08-10,3.16,3,87
329997,Cottage with courtyard! Private! 5 mins to Dwntown,1684051,Rick,,District 19,36.17641123743564,-86.79845965875059,Entire home/apt,75,1,744,2018-08-08,9.42,6,107
340081,"MorningstarHouse, colorful, monthly-avail in July",22296,Diana,,District 12,36.161278397382894,-86.5898591531635,Private room,28,2,76,2018-05-23,0.96,7,359
366339,Artist Home and Treehouse East Nash,1511167,Sloane And Emily,,District 8,36.22791874427219,-86.7388431793286,Entire home/apt,250,2,22,2018-03-28,0.29,2,14
371066,Historic East Nashville,1869331,Ron,,District 6,36.18461673402038,-86.73794821662894,Private room,89,2,283,2018-08-14,5.26,1,273
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.164924272367344,-86.75010072740417,Private room,95,1,176,2018-08-05,2.34,1,334
421290,Private Red Suite/King Bed/Wetbar/Bath/5 min to DT,1684051,Rick,,District 19,36.17277366702677,-86.79330730219239,Entire home/apt,75,1,611,2018-08-09,8.11,6,23
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.173230428698204,-86.79176834803484,Private room,75,1,620,2018-08-09,8.24,6,23
431258,"2Bdrms/2,5 baths, 5 mins to Downtown! Sleeps 4!",1684051,Rick,,District 19,36.17663020845814,-86.80003344826537,Entire home/apt,125,1,360,2018-08-06,4.75,6,286
475134,Nashville on the Range,1643782,Katy,,District 17,36.11693485927458,-86.78936972060382,Entire home/apt,137,3,96,2018-08-13,1.28,1,296
491172,French Flair #1 : The Paris room,2427763,Dody &Rodney,,District 5,36.18756387279066,-86.74720551455869,Private room,84,1,291,2018-08-13,3.84,2,355
501570, French Flair #2: The Loire room ,2427763,Dody &Rodney,,District 6,36.1914096834117,-86.74371183458999,Private room,84,1,219,2018-08-12,2.91,2,359
513664,Cozy and Convenient in Donelson!  ,2530554,Lori,,District 14,36.15478084263513,-86.64911943064308,Private room,90,2,27,2015-06-29,0.41,1,319
609655,Charming 2BR/1 BA/Kitchen in lovely Inglewood,3023101,Jeannie,,District 7,36.2160765409553,-86.70865858988901,Entire home/apt,99,30,271,2017-01-02,3.76,1,226
632636,"Penthouse Suite/Rooftop Terrace,Jacuzzi,DT 5min!",1684051,Rick,,District 19,36.173258738572926,-86.79358418104073,Entire home/apt,125,1,149,2018-08-09,2.03,6,21
634515,12 South  Loft on Belmont Blvd,2078813,Daniel,,District 18,36.12989321873804,-86.79583124448381,Entire home/apt,89,2,88,2018-08-05,1.28,1,317
641688,West Nashville Clean Quiet Private ,3206011,Alex,,District 22,36.068169052707006,-86.94125862920806,Private room,39,31,113,2018-04-20,1.55,1,363
645985,Sweet Serenity Haven,1515903,Karen,,District 6,36.18564834377455,-86.71511174761713,Private room,23,30,44,2018-04-01,0.61,1,269
648088,Heart of Music Row  PRIVATE SUITE (600 sq FT),3250769,Robyn,,District 19,36.1444855138391,-86.79087120439931,Private room,115,2,283,2018-08-12,3.93,2,295
674159,A Clean Quiet Suite in a Great Location,3422455,John,,District 6,36.17242348961381,-86.73741579377902,Entire home/apt,200,2,220,2018-07-22,3.21,1,275
681880,Luxurious Rustic Cozy Guesthouse,3471162,Tiffany,,District 7,36.21628100900716,-86.70935387857931,Entire home/apt,89,2,455,2018-08-05,6.38,1,104
775235,Nashville Urban Farm Bellevue,3020125,Kristi,,District 35,36.05153820864836,-86.93820168005642,Entire home/apt,60,30,59,2017-10-22,0.84,2,348
914787,Stay Near Downtown Nashville!,4910520,Sky Share Management,,District 19,36.176310521466895,-86.78266664559308,Entire home/apt,175,1,238,2018-07-14,3.60,6,356
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.143995460663156,-86.82826595827237,Private room,250,2,1,2018-03-21,0.20,4,64
994298,Historic Bungalow - 3BR & 2Baths,5461408,Nancy,,District 17,36.13425264384577,-86.77801006323773,Private room,325,2,102,2018-01-15,1.60,2,0
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17508637674575,-86.73580605475192,Private room,99,2,336,2018-08-11,5.13,1,93
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21235421810793,-86.70461419729678,Entire home/apt,110,2,143,2018-08-04,2.19,1,59
1039298,Two-Bedroom Suite - Welcome Home to Inglewood,5721539,Alyce,,District 7,36.224903171645316,-86.72295193238017,Entire home/apt,79,2,42,2018-08-12,2.51,1,165
1049057,"Clean, Cozy & Convenient Eastside Oasis",3375180,Jo,,District 6,36.18333964248083,-86.71123498824784,Entire home/apt,75,30,146,2018-07-30,2.31,3,7
1065775,House Near Grand Old Opry,666322,Dave And Peggy,,District 15,36.18057697410237,-86.68721011414233,Entire home/apt,100,30,11,2018-08-07,0.17,4,265
1130166,Private suite in university area,6201847,Cally And  Ken,,District 17,36.121999208858625,-86.7884445447961,Entire home/apt,95,2,275,2018-08-04,4.43,1,257
1150709,Beautiful Downtown Condo on River,3115098,Chad,,District 19,36.172966092790915,-86.78187300067029,Entire home/apt,159,1,443,2018-08-01,6.91,2,177
1209395,Music Row Apartment and/or Recording Studio!,6604593,Michael,,District 19,36.14882825382891,-86.79629040768913,Entire home/apt,85,3,109,2018-08-14,1.88,1,327
1246985,3 Bdr/ 3 Bath House In Park Setting,6017964,Tatiana,,District 12,36.156560780222726,-86.57389930644943,Entire home/apt,250,2,7,2018-03-04,0.14,2,312
1278810,East Nashville Historic Log House,6958319,Lanier,,District 6,36.18626415874103,-86.73251442767749,Entire home/apt,525,2,92,2018-08-05,1.51,1,320
1300670,Valentino's Retreat,119023,Dania,,District 10,36.321142882303555,-86.72643742275595,Entire home/apt,130,2,18,2018-05-08,0.29,1,271
1300996,Bluebird Loft near 5Points/Downtown,7073590,Brigitte,,District 6,36.16959946402486,-86.72509801611021,Entire home/apt,100,1,285,2018-07-25,4.60,3,273
1340955,Heart of East Nashville Bungalow,7040278,J.Wes,,District 5,36.181991562123244,-86.75236967255576,Entire home/apt,178,1,372,2018-08-12,6.00,2,307
1344420,Modern Downtown Condo ,6635634,Taylor,,District 6,36.17288311472066,-86.76480177426977,Entire home/apt,130,30,21,2017-05-24,0.34,1,218
1376970,East Nashville private duplex apt,387150,Kristina,,District 7,36.18945067650577,-86.72530990207257,Entire home/apt,89,30,132,2018-06-27,2.16,2,79
1386270,A Cozy Room w/ Breakfast in East Nashville,199395,Pete,,District 7,36.20008145727086,-86.72368180361276,Private room,55,1,361,2018-08-08,6.83,4,1
1399012,Stylish & Comfy on Belmont Blvd #2,2886274,Ali,,District 18,36.133672808469946,-86.79587715377096,Entire home/apt,138,1,364,2018-04-30,6.47,4,0
1428018,Our Urban Oasis,7679962,Cathryne & David,,District 6,36.175426790719264,-86.71908859086484,Private room,115,1,176,2018-08-12,2.89,1,348
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14900994055768,-86.78817784534141,Private room,75,14,140,2018-05-20,2.31,4,14
1469884,$75 Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584244982536,-86.7863384776534,Private room,65,1,76,2017-11-12,1.27,4,24
1476349,1 Bedroom • Walk to Belmont! Mins to Downtown!,6855810,UrbanNashville,,District 18,36.130520431686804,-86.79583462269034,Entire home/apt,90,2,115,2018-07-22,1.94,37,144
1537921,Private East Nashville Cozy Cottage,113637,Cynthia,,District 6,36.167939346986905,-86.73759203871388,Entire home/apt,139,2,156,2018-08-06,2.59,1,318
