id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10291,Spacious Cottage in Mid-City!,31004,Jill,,Navarre,29.986663211521037,-90.10928208440595,Entire home/apt,300,2,86,2018-05-27,0.96,1,355
19091,Fully Furnished Cozy Apartment,72880,John,,Leonidas,29.9625656335813,-90.11876977912294,Entire home/apt,100,1,391,2018-06-25,3.91,1,330
26834,Maison Mandeville in the Marigny,114452,Rachel,,Marigny,29.965568070820606,-90.05531293053235,Entire home/apt,115,3,206,2018-06-24,2.11,2,33
32250,Maisonette; Steps to St Charles Ave,138383,Ariana,,Central City,29.933654804353722,-90.0840317471018,Entire home/apt,140,3,395,2018-05-13,4.37,2,42
53173,$99 SUMMER DEAL!  BEST REVIEWS!  WALK > FQ,12154,Karen,,St. Claude,29.964832363893066,-90.03905718186576,Private room,115,3,126,2018-05-30,1.36,2,341
53544,Historical Bywater Guest Room,249527,Lee,,Bywater,29.966971716132523,-90.03068379266907,Private room,50,5,165,2017-02-28,1.75,1,83
54254,Less than 1 mile to French Quarter,74821,Heidi,,St. Roch,29.97041267090185,-90.05485006395632,Entire home/apt,65,3,191,2018-06-09,2.12,2,164
62562,Historic House Loyal's Place whole apartment,304657,John,,Treme - Lafitte,29.971178719626117,-90.07253856621988,Entire home/apt,325,2,0,,,8,87
62658,Historic Marigny Creole Home,297668,Lorelei,,Bywater,29.965223997070428,-90.05084900668965,Entire home/apt,200,3,63,2018-04-01,0.68,2,12
66972,The Retreat in Lovely Bayou St John,329415,Geoff,,Bayou St. John,29.975901926957544,-90.08143541974097,Entire home/apt,124,2,181,2018-05-01,1.98,2,347
71624,Ravenwood Manor (Historic Bywater),367223,Susan,,St. Claude,29.966119453644524,-90.03668419556287,Entire home/apt,130,2,193,2018-05-28,2.15,1,361
74498,Maison Marais 1: Large Local Living,391462,Georgia,,St. Roch,29.970528135500526,-90.05332186887223,Entire home/apt,105,3,416,2018-06-24,4.67,3,261
76674,Luxury & history in the Big Easy #1,409545,Matt McShee,,Bywater,29.961895595989976,-90.0358852850365,Private room,99,3,153,2018-05-14,2.32,2,164
79536,SpaciousCleanFunctional Private Apt,428362,Miriam,,Seventh Ward,29.97871698813793,-90.07405177235498,Entire home/apt,91,1,391,2018-06-25,4.48,1,0
79542,Beautiful Room Uptown Home - License 17STR-10083,428397,James,,Marlyville - Fontainbleau,29.9448062927006,-90.11201061163489,Private room,94,3,25,2018-05-09,0.32,1,360
79609,Moon Over Mazant  Bywater's Best!,428909,Stephen,,St. Claude,29.96544520848666,-90.03703199735796,Entire home/apt,100,3,252,2018-07-01,2.83,1,262
80869,"Frenchmen House ""Red Room""",437783,Joanne,,Marigny,29.96771507787957,-90.06018627138633,Private room,75,1,553,2018-06-17,6.23,3,260
82922,HONEYMOON/ANNIVERSARY SUITE COUPLES,451478,Kennon Avec Ma Femme,,Tall Timbers - Brechtel,29.92162724909968,-90.02800648550962,Entire home/apt,75,4,24,2018-06-26,0.42,3,171
82930,NOLA Chateau,451478,Kennon Avec Ma Femme,,Tall Timbers - Brechtel,29.921669369132644,-90.02710867296305,Entire home/apt,55,3,23,2018-07-02,0.47,3,168
83877,NOLA'S STUDIO central to everything,2935610,Whitney,,Treme - Lafitte,29.967169876553218,-90.06733206460548,Entire home/apt,100,2,528,2018-06-18,6.00,4,110
89173,Marginy BnoB by Frenchman!,486093,Virginia,,Marigny,29.964154362830026,-90.05990568587187,Entire home/apt,130,3,301,2018-06-26,3.48,3,203
90806,Live Like a Local in Mid-City,485705,Tom,,Mid-City,29.97286596953221,-90.10188148360656,Entire home/apt,96,4,125,2018-05-29,1.52,1,304
100600,Historical Bywater Gem/QUARTER WALK (30-90 Day OK),425706,Robert,,Bywater,29.962440800603186,-90.0399150218385,Entire home/apt,120,3,100,2018-01-16,1.15,2,265
101101,SHIRO'S SUITE - central & cute!,2935610,Whitney,,Treme - Lafitte,29.96541448574931,-90.06706322472108,Entire home/apt,99,2,460,2018-06-18,5.29,4,112
107325,"BUNNY'S suite, walk everywhere!",2935610,Whitney,,Treme - Lafitte,29.967103084182792,-90.06656059293034,Entire home/apt,95,2,434,2018-06-18,5.01,4,103
148382,Lush Sanctuary Steps to St Charles!,138383,Ariana,,Central City,29.933720111829647,-90.08374541975022,Entire home/apt,135,3,375,2018-06-18,4.46,2,53
162525,True NaWlins Flavor,776684,Leslie,,St. Claude,29.96648505329783,-90.0420912358799,Entire home/apt,120,4,260,2018-06-23,3.12,3,211
182312,SHOGAS SUITE - close to everything,2935610,Whitney,,Treme - Lafitte,29.9662936065882,-90.06793595422819,Entire home/apt,89,2,419,2018-06-17,4.99,4,96
183207,"Frenchmen House ""Rose Room""",437783,Joanne,,Marigny,29.967409649237116,-90.05994924380677,Private room,75,1,535,2018-06-20,6.49,3,164
204998,Hilaire Suite- Near French Quarter,1006034,Villere,,Treme - Lafitte,29.965586983778174,-90.06835537942376,Entire home/apt,200,3,142,2018-04-15,1.73,2,349
205008,Muse Suite- Near French Quarter,1006034,Villere,,Treme - Lafitte,29.965194681869367,-90.07015300109546,Entire home/apt,210,3,223,2018-06-16,2.71,2,339
209874,Private SUITE in Perfect Neighborhood; BIKES incld,1034255,Matt,,City Park,29.97997320388747,-90.09054560626637,Entire home/apt,95,1,117,2018-05-29,1.77,1,355
215840,The Pearl at Riverbend,1114187,Dan And Jo Anne,,Black Pearl,29.94009221619599,-90.13306075620562,Private room,125,2,71,2018-04-29,0.86,1,359
215991,Quintessentially New Orleans,1093198,Jamie & Toni,,City Park,29.98079511192556,-90.09517239310931,Entire home/apt,227,2,152,2018-06-01,1.86,1,338
228560,La Boheme de Marigny - Historic Creole Cottage,1192986,Dayna,,Marigny,29.96554781494374,-90.05879613940967,Entire home/apt,468,2,34,2018-05-29,0.93,1,162
240258,Maison Marais 2: Large Local Living,391462,Georgia,,St. Roch,29.970522565240373,-90.05380914822844,Entire home/apt,98,3,392,2018-06-18,4.81,3,273
252828,NOLA JAZZ FEST GETAWAY,1017442,Christy,,Fairgrounds,29.98247995438644,-90.07913587958075,Private room,64,2,127,2018-05-06,1.58,2,346
252881,Bywater Bungalow - Bikes & 4 Beds!,1275132,Jamie,,Bywater,29.963778499910784,-90.04679731712822,Entire home/apt,129,3,216,2018-06-02,2.74,1,289
259868,"TREM /ESPLANADE RIDGE AREA, SUMMER TIME IN NOLA!!",1363780,Deborah,,Treme - Lafitte,29.97242806706506,-90.07597129486881,Entire home/apt,181,2,50,2018-05-28,0.63,3,358
268566,Juke Joint Guest House -- Walk to French Quarter,1407735,Louis,,Marigny,29.965850137043113,-90.0557282552485,Entire home/apt,195,3,144,2018-06-04,1.83,1,316
277071,Historic Irish Channel Corner Grocery,1447895,Penny,,Irish Channel,29.922020516167464,-90.08519702166828,Private room,87,1,111,2018-07-02,1.40,1,144
295537,Indulge in the Heart of New Orleans,1526381,Tiffany,,East Riverside,29.92009195747158,-90.09816978974244,Entire home/apt,230,3,124,2018-06-25,1.78,1,246
302478,Uptown Victorian Shotgun off Magazine,1264795,Alec,,West Riverside,29.918604813456106,-90.10748839146375,Entire home/apt,200,3,44,2017-02-20,0.58,1,365
307767,Magazine St Contemporary Townhome,1583439,Tm,,Irish Channel,29.923515406644643,-90.08433206297589,Entire home/apt,429,4,9,2018-05-20,0.17,1,241
314175,Bywater Hideaway-Bikes-Quarter Walk  30 day + Deal,425706,Robert,,Bywater,29.961096223007527,-90.04219269791284,Entire home/apt,99,2,59,2018-01-12,0.76,2,86
314233,Historic pied-à-terre on Esplanade,1182408,Lauren,,Marigny,29.966008619087194,-90.06081289560939,Entire home/apt,175,3,48,2018-05-28,0.62,1,359
317793,"Algiers Point, New Orleans LA - Funky NOLA Digs",1631225,Seran,,Whitney,29.949798327878774,-90.04541137275187,Entire home/apt,70,30,9,2018-06-13,0.12,1,365
328691,The Burgundy Cottage - Marigny Triangle,1648273,Carolyn,,Marigny,29.9631306028965,-90.05769996459206,Entire home/apt,150,2,146,2018-06-17,1.89,1,147
